2025-08-04 12:18:49,768 - root - INFO - Logging configured successfully
2025-08-04 12:19:28,784 - api.routes.chat - INFO - Chat endpoint called with message: list down all the columns...
2025-08-04 12:19:28,785 - api.routes.chat - INFO - Request session_id: 3c8e8b0a-6299-4ecb-bf56-ca2c512abd10
2025-08-04 12:19:28,785 - api.routes.chat - INFO - Cookie session_id: d0971fb5-f716-49ee-acd3-9ac9c27f3656
2025-08-04 12:19:29,397 - api.routes.chat - WARNING - Session ID mismatch - cleaning up old cookie. Request: 3c8e8b0a-6299-4ecb-bf56-ca2c512abd10, Cookie: d0971fb5-f716-49ee-acd3-9ac9c27f3656
2025-08-04 12:19:29,397 - api.routes.chat - INFO - Target session_id: 3c8e8b0a-6299-4ecb-bf56-ca2c512abd10
2025-08-04 12:19:29,440 - api.routes.chat - INFO - Existing conversation found: False
2025-08-04 12:19:29,440 - api.routes.chat - INFO - Existing messages count: 0
2025-08-04 12:19:29,441 - api.routes.chat - INFO - Generating response...
2025-08-04 12:19:29,441 - services.assistant.chat - INFO - Processing query: list down all the columns...
2025-08-04 12:19:29,442 - services.assistant.chat - INFO - Compliance check passed
2025-08-04 12:19:29,512 - database.simulated_db - INFO - Using simulated database as fallback
2025-08-04 12:19:29,514 - services.assistant.chat - INFO - Handling general query with LLM: list down all the columns...
2025-08-04 12:19:34,377 - services.assistant.chat - INFO - LLM response generated: 86 characters
2025-08-04 12:19:34,377 - services.assistant.chat - INFO - Generated response: 86 characters
2025-08-04 12:19:34,377 - api.routes.chat - INFO - Response generated. Is compliant: True
2025-08-04 12:19:34,378 - api.routes.chat - INFO - Response length: 86
2025-08-04 12:19:34,378 - api.routes.chat - INFO - Saving conversation to database...
2025-08-04 12:19:34,378 - services.assistant.chat - INFO - Saving conversation for session 3c8e8b0a-6299-4ecb-bf56-ca2c512abd10 with 2 messages
2025-08-04 12:19:34,378 - services.storage.conversation - INFO - Saving conversation for session 3c8e8b0a-6299-4ecb-bf56-ca2c512abd10 with 2 messages
2025-08-04 12:19:34,481 - services.assistant.chat - INFO - Successfully saved conversation for session 3c8e8b0a-6299-4ecb-bf56-ca2c512abd10
2025-08-04 12:19:34,481 - api.routes.chat - INFO - ✅ Conversation saved successfully: 3c8e8b0a-6299-4ecb-bf56-ca2c512abd10
2025-08-04 12:19:34,481 - api.routes.chat - INFO - Setting session cookie: 3c8e8b0a-6299-4ecb-bf56-ca2c512abd10
2025-08-04 12:19:34,481 - api.routes.chat - INFO - Chat endpoint completed successfully
2025-08-04 12:34:32,790 - api.routes.chat - INFO - Chat endpoint called with message: list down all the columns...
2025-08-04 12:34:32,792 - api.routes.chat - INFO - Request session_id: d0e030ce-6e67-4246-b6d3-025a3e55df01
2025-08-04 12:34:32,792 - api.routes.chat - INFO - Cookie session_id: 3c8e8b0a-6299-4ecb-bf56-ca2c512abd10
2025-08-04 12:34:36,067 - api.routes.chat - WARNING - Session ID mismatch - cleaning up old cookie. Request: d0e030ce-6e67-4246-b6d3-025a3e55df01, Cookie: 3c8e8b0a-6299-4ecb-bf56-ca2c512abd10
